index,time_sec,joint_1_rad,joint_1_deg,joint_1_pwm_us,joint_2_rad,joint_2_deg,joint_2_pwm_us,joint_3_rad,joint_3_deg,joint_3_pwm_us,joint_4_rad,joint_4_deg,joint_4_pwm_us
17,1.7000000000000002,1.3987137934336462e-16,8.014039711048117e-15,1500,0.38331425117054807,21.96228881928998,1494,0.3833142511705483,21.96228881928999,1985,0.0,0.0,500
18,1.8,1.489791659763319e-16,8.53587744582281e-15,1500,0.40827392790660655,23.392372954276997,1515,0.40827392790660677,23.39237295427701,2016,0.0,0.0,500
19,1.9,1.569922525381469e-16,8.994993486687803e-15,1500,0.430233604642665,24.650569750724767,1534,0.43023360464266514,24.650569750724774,2044,0.0,0.0,500
20,2.0,1.6391063902880954e-16,9.391387833643098e-15,1500,0.44919328137872344,25.736879208633287,1550,0.44919328137872366,25.736879208633297,2068,0.0,0.0,500
21,2.1,1.6973432544831987e-16,9.725060486688693e-15,1500,0.46515295811478174,26.651301328002553,1563,0.46515295811478197,26.651301328002564,2088,0.0,0.0,500
22,2.2,1.7446331179667775e-16,9.996011445824583e-15,1500,0.47811263485083966,27.39383610883255,1574,0.47811263485083993,27.393836108832563,2105,0.0,0.0,500
23,2.3,1.7809759807388345e-16,1.0204240711050782e-14,1500,0.4880723115868981,27.96448355112333,1583,0.48807231158689834,27.964483551123344,2117,0.0,0.0,500
24,2.4,1.8063718427993696e-16,1.0349748282367289e-14,1500,0.4950319883229568,28.363243654874875,1589,0.49503198832295703,28.36324365487489,2126,0.0,0.0,500
25,2.5,1.8208207041483805e-16,1.0432534159774092e-14,1500,0.4989916650590152,28.59011642008716,1592,0.4989916650590155,28.590116420087178,2131,0.0,0.0,500
26,2.581989224,1.8245001185871844e-16,1.0453615651616387e-14,1500,0.4999999999999997,28.647889756541147,1593,0.49999999999999994,28.647889756541158,2132,0.0,0.0,500
27,2.681989224,0.0015,0.08594366926962349,1500,0.5,28.64788975654116,1593,0.5,28.64788975654116,2132,0.0,0.0,500
28,2.781989224,0.0060000000000000105,0.3437746770784945,1503,0.5,28.64788975654116,1593,0.5,28.64788975654116,2132,0.0,0.0,500
29,2.881989224,0.013499999999999998,0.7734930234266113,1508,0.5,28.64788975654116,1593,0.5,28.64788975654116,2132,0.0,0.0,500
30,2.981989224,0.02399999999999994,1.3750987083139723,1515,0.5,28.64788975654116,1593,0.5,28.64788975654116,2132,0.0,0.0,500
31,3.081989224,0.03749999999999981,2.1485917317405763,1523,0.5,28.64788975654116,1593,0.5,28.64788975654116,2132,0.0,0.0,500
32,3.181989224,0.053999999999999646,3.0939720937064252,1534,0.5,28.64788975654116,1593,0.5,28.64788975654116,2132,0.0,0.0,500
33,3.281989224,0.07349999907876428,4.211239741428632,1546,0.5,28.64788975654116,1593,0.5,28.64788975654116,2132,0.0,0.0,500
34,3.381989224,0.09599999552188111,5.50039457667859,1561,0.5,28.64788975654116,1593,0.5,28.64788975654116,2132,0.0,0.0,500
